cve_id,published,date_added,delay_days,cvss_v31_score,cvss_v31_severity,cvss_source,cvss_is_primary,vendor,product,cwe,known_ransomware,in_primary_sample
CVE-2018-6882,2018-03-27,2022-04-19,1484,6.1,MEDIUM,nvd@nist.gov,1,Synacor,Zimbra Collaboration Suite (ZCS),CWE-79,Known,0
CVE-2018-6961,2018-06-11,2022-03-25,1383,8.1,HIGH,nvd@nist.gov,1,VMware,SD-WAN Edge,CWE-78,Unknown,0
CVE-2018-7445,2018-03-19,2022-09-08,1634,9.8,CRITICAL,nvd@nist.gov,1,MikroTik,RouterOS,CWE-119,Unknown,0
CVE-2018-7600,2018-03-29,2021-11-03,1315,9.8,CRITICAL,nvd@nist.gov,1,Drupal,Drupal Core,CWE-20,Known,0
CVE-2018-7602,2018-07-19,2022-04-13,1364,9.8,CRITICAL,nvd@nist.gov,1,Drupal,Core,,Known,0
CVE-2018-7841,2019-05-22,2022-04-15,1059,9.8,CRITICAL,nvd@nist.gov,1,Schneider Electric,U.motion Builder,CWE-89,Unknown,0
CVE-2018-8120,2018-05-09,2022-03-15,1406,7.0,HIGH,nvd@nist.gov,1,Microsoft,Win32k,CWE-404,Known,0
CVE-2018-8174,2018-05-09,2022-02-15,1378,7.5,HIGH,nvd@nist.gov,1,Microsoft,Windows,CWE-787,Known,0
CVE-2018-8298,2018-07-11,2022-03-03,1331,7.5,HIGH,nvd@nist.gov,1,ChakraCore,ChakraCore scripting engine,CWE-843,Unknown,0
CVE-2018-8373,2018-08-15,2022-03-25,1318,7.5,HIGH,nvd@nist.gov,1,Microsoft,Internet Explorer Scripting Engine,CWE-787,Unknown,0
CVE-2018-8405,2018-08-15,2022-03-28,1321,7.8,HIGH,nvd@nist.gov,1,Microsoft,DirectX Graphics Kernel (DXGKRNL),CWE-404,Known,0
CVE-2018-8406,2018-08-15,2022-03-28,1321,7.8,HIGH,nvd@nist.gov,1,Microsoft,DirectX Graphics Kernel (DXGKRNL),CWE-404,Known,0
CVE-2018-8414,2018-08-15,2022-03-25,1318,8.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,CWE-20,Unknown,0
CVE-2018-8440,2018-09-13,2022-03-28,1292,7.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,,Known,0
CVE-2018-8453,2018-10-10,2022-01-21,1199,7.8,HIGH,nvd@nist.gov,1,Microsoft,Win32k,CWE-404,Known,0
CVE-2018-8581,2018-11-14,2022-03-03,1205,7.4,HIGH,nvd@nist.gov,1,Microsoft,Exchange Server,,Known,0
CVE-2018-8589,2018-11-14,2022-05-23,1286,7.8,HIGH,nvd@nist.gov,1,Microsoft,Win32k,,Unknown,0
CVE-2018-8611,2018-12-12,2022-05-24,1259,7.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,CWE-404,Unknown,0
CVE-2018-8639,2018-12-12,2025-03-03,2273,7.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,CWE-404,Known,0
CVE-2018-8653,2018-12-20,2021-11-03,1049,7.5,HIGH,nvd@nist.gov,1,Microsoft,Internet Explorer,CWE-787,Unknown,0
CVE-2018-9276,2018-07-02,2025-02-04,2409,7.2,HIGH,nvd@nist.gov,1,Paessler,PRTG Network Monitor,CWE-78,Unknown,0
CVE-2019-0193,2019-08-01,2021-12-10,862,7.2,HIGH,nvd@nist.gov,1,Apache,Solr,CWE-94,Unknown,0
CVE-2019-0211,2019-04-08,2021-11-03,940,7.8,HIGH,nvd@nist.gov,1,Apache,HTTP Server,CWE-416,Unknown,0
CVE-2019-0344,2019-08-14,2024-09-30,1874,9.8,CRITICAL,nvd@nist.gov,1,SAP,Commerce Cloud,CWE-502,Unknown,0
CVE-2019-0541,2019-01-08,2021-11-03,1030,8.8,HIGH,nvd@nist.gov,1,Microsoft,MSHTML,CWE-77,Unknown,0
CVE-2019-0543,2019-01-08,2022-03-15,1162,7.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,CWE-287,Known,0
CVE-2019-0604,2019-03-05,2021-11-03,974,9.8,CRITICAL,nvd@nist.gov,1,Microsoft,SharePoint,CWE-20,Known,0
CVE-2019-0676,2019-03-05,2022-05-23,1175,6.5,MEDIUM,nvd@nist.gov,1,Microsoft,Internet Explorer,,Unknown,0
CVE-2019-0703,2019-04-09,2022-05-23,1140,6.5,MEDIUM,nvd@nist.gov,1,Microsoft,Windows,,Unknown,0
CVE-2019-0708,2019-05-16,2021-11-03,902,9.8,CRITICAL,nvd@nist.gov,1,Microsoft,Remote Desktop Services,CWE-416,Known,0
CVE-2019-0752,2019-04-09,2022-02-15,1043,7.5,HIGH,nvd@nist.gov,1,Microsoft,Internet Explorer,CWE-843,Known,0
CVE-2019-0797,2019-04-09,2021-11-03,939,7.8,HIGH,nvd@nist.gov,1,Microsoft,Win32k,,Unknown,0
CVE-2019-0803,2019-04-09,2021-11-03,939,7.8,HIGH,nvd@nist.gov,1,Microsoft,Win32k,,Known,0
CVE-2019-0808,2019-04-09,2021-11-03,939,7.8,HIGH,nvd@nist.gov,1,Microsoft,Win32k,,Unknown,0
CVE-2019-0841,2019-04-09,2022-03-15,1071,7.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,CWE-59,Known,0
CVE-2019-0859,2019-04-09,2021-11-03,939,7.8,HIGH,nvd@nist.gov,1,Microsoft,Win32k,,Unknown,0
CVE-2019-0863,2019-05-16,2021-11-03,902,7.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,,Unknown,0
CVE-2019-0880,2019-07-15,2022-05-23,1043,7.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,,Unknown,0
CVE-2019-0903,2019-05-16,2022-03-25,1044,8.8,HIGH,nvd@nist.gov,1,Microsoft,Graphics Device Interface (GDI),,Unknown,0
CVE-2019-1003029,2019-03-08,2022-04-25,1144,9.9,CRITICAL,nvd@nist.gov,1,Jenkins,Script Security Plugin,,Unknown,0
CVE-2019-1003030,2019-03-08,2022-03-25,1113,9.9,CRITICAL,nvd@nist.gov,1,Jenkins,Matrix Project Plugin,,Unknown,0
CVE-2019-10068,2019-03-26,2022-03-25,1095,9.8,CRITICAL,nvd@nist.gov,1,Kentico,Xperience,CWE-502,Unknown,0
CVE-2019-10149,2019-06-05,2022-01-10,950,9.8,CRITICAL,nvd@nist.gov,1,Exim,Mail Transfer Agent (MTA),CWE-78,Unknown,0
CVE-2019-1064,2019-06-12,2022-03-15,1007,7.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,CWE-59,Known,0
CVE-2019-1068,2019-07-15,2026-08-26,2599,8.8,HIGH,nvd@nist.gov,1,Microsoft,SQL Server,,Unknown,0
CVE-2019-1069,2019-06-12,2022-03-15,1007,7.8,HIGH,nvd@nist.gov,1,Microsoft,Task Scheduler,CWE-59,Known,0
CVE-2019-10758,2019-12-24,2021-12-10,717,9.9,CRITICAL,nvd@nist.gov,1,MongoDB,mongo-express,,Unknown,0
CVE-2019-11001,2019-04-08,2024-12-18,2081,7.2,HIGH,nvd@nist.gov,1,Reolink,Multiple IP Cameras,CWE-78,Unknown,0
CVE-2019-11043,2019-10-28,2022-03-25,879,9.8,CRITICAL,nvd@nist.gov,1,PHP,FastCGI Process Manager (FPM),CWE-120,Known,0
CVE-2019-1129,2019-07-15,2022-03-15,974,7.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,CWE-59,Known,0
CVE-2019-1130,2019-07-15,2022-05-23,1043,7.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,CWE-59,Known,0
CVE-2019-1132,2019-07-15,2022-03-15,974,7.8,HIGH,nvd@nist.gov,1,Microsoft,Win32k,,Unknown,0
CVE-2019-11510,2019-05-08,2021-11-03,910,10.0,CRITICAL,nvd@nist.gov,1,Ivanti,Pulse Connect Secure,CWE-22,Known,0
CVE-2019-11539,2019-04-26,2021-11-03,922,7.2,HIGH,nvd@nist.gov,1,Ivanti,Pulse Connect Secure and Pulse Policy Secure,CWE-78,Known,0
CVE-2019-11580,2019-06-03,2021-11-03,884,9.8,CRITICAL,nvd@nist.gov,1,Atlassian,Crowd and Crowd Data Center,,Known,0
CVE-2019-11581,2019-08-09,2022-03-07,941,9.8,CRITICAL,nvd@nist.gov,1,Atlassian,Jira Server and Data Center,CWE-74,Unknown,0
CVE-2019-11634,2019-05-22,2021-11-03,896,9.8,CRITICAL,nvd@nist.gov,1,Citrix,Workspace Application and Receiver for Windows,,Known,0
CVE-2019-11707,2019-07-23,2022-05-23,1035,8.8,HIGH,nvd@nist.gov,1,Mozilla,Firefox and Thunderbird,CWE-843,Unknown,0
CVE-2019-11708,2019-07-23,2022-05-23,1035,10.0,CRITICAL,nvd@nist.gov,1,Mozilla,Firefox and Thunderbird,CWE-20,Unknown,0
CVE-2019-1214,2019-09-11,2021-11-03,784,7.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,,Unknown,0
CVE-2019-1215,2019-09-11,2021-11-03,784,7.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,,Known,0
CVE-2019-1253,2019-09-11,2022-03-15,916,7.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,CWE-59,Known,0
CVE-2019-1297,2019-09-11,2022-03-03,904,8.8,HIGH,nvd@nist.gov,1,Microsoft,Excel,,Unknown,0
CVE-2019-12989,2019-07-16,2022-03-25,983,9.8,CRITICAL,nvd@nist.gov,1,Citrix,SD-WAN and NetScaler,CWE-89,Unknown,0
CVE-2019-12991,2019-07-16,2022-03-25,983,8.8,HIGH,nvd@nist.gov,1,Citrix,SD-WAN and NetScaler,CWE-78,Unknown,0
CVE-2019-1315,2019-10-10,2022-03-15,887,7.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,CWE-59,Known,0
CVE-2019-1322,2019-10-10,2022-03-15,887,7.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,,Known,0
CVE-2019-13272,2019-07-17,2021-12-10,877,7.8,HIGH,nvd@nist.gov,1,Linux,Kernel,CWE-269,Unknown,0
CVE-2019-13608,2019-08-29,2021-11-03,797,7.5,HIGH,nvd@nist.gov,1,Citrix,StoreFront Server,CWE-611,Known,0
CVE-2019-1367,2019-09-23,2021-11-03,772,7.5,HIGH,nvd@nist.gov,1,Microsoft,Internet Explorer,CWE-787,Known,0
CVE-2019-13720,2019-11-25,2022-05-23,910,8.8,HIGH,nvd@nist.gov,1,Google,Chrome WebAudio,CWE-416,Unknown,0
CVE-2019-1385,2019-11-12,2022-05-23,923,7.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,CWE-59,Known,0
CVE-2019-1388,2019-11-12,2023-04-07,1242,7.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,CWE-269,Known,0
CVE-2019-1405,2019-11-12,2022-03-15,854,7.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,,Known,0
CVE-2019-1429,2019-11-12,2021-11-03,722,7.5,HIGH,nvd@nist.gov,1,Microsoft,Internet Explorer,CWE-416,Unknown,0
CVE-2019-1458,2019-12-10,2022-01-10,762,7.8,HIGH,nvd@nist.gov,1,Microsoft,Win32k,,Known,0
CVE-2019-15107,2019-08-16,2022-03-25,952,9.8,CRITICAL,nvd@nist.gov,1,Webmin,Webmin,CWE-78,Known,0
CVE-2019-15271,2019-11-26,2022-06-08,925,8.8,HIGH,nvd@nist.gov,1,Cisco,RV Series Routers,CWE-502,Unknown,0
CVE-2019-15752,2019-08-28,2021-11-03,798,7.8,HIGH,nvd@nist.gov,1,Docker,Desktop Community Edition,CWE-732,Unknown,0
CVE-2019-1579,2019-07-19,2022-01-10,906,8.1,HIGH,nvd@nist.gov,1,Palo Alto Networks,PAN-OS,CWE-134,Known,0
CVE-2019-15949,2019-09-05,2021-11-03,790,8.8,HIGH,nvd@nist.gov,1,Nagios,Nagios XI,CWE-78,Unknown,0
CVE-2019-16057,2019-09-16,2022-04-15,942,9.8,CRITICAL,nvd@nist.gov,1,D-Link,DNS-320 Storage Device,CWE-78,Known,0
CVE-2019-16256,2019-09-12,2021-11-03,783,9.8,CRITICAL,nvd@nist.gov,1,SIMalliance,Toolbox Browser,,Unknown,0
CVE-2019-16278,2019-10-14,2024-11-07,1851,9.8,CRITICAL,nvd@nist.gov,1,Nostromo,nhttpd,CWE-22,Unknown,0
CVE-2019-1652,2019-01-24,2022-03-03,1134,7.2,HIGH,nvd@nist.gov,1,Cisco,Small Business RV320 and RV325 Dual Gigabit WAN VPN Routers,CWE-20,Unknown,0
CVE-2019-1653,2019-01-24,2021-11-03,1014,7.5,HIGH,nvd@nist.gov,1,Cisco,Small Business RV320 and RV325 Routers,CWE-284,Unknown,0
CVE-2019-16759,2019-09-24,2021-11-03,771,9.8,CRITICAL,nvd@nist.gov,1,vBulletin,vBulletin,CWE-94,Unknown,0
CVE-2019-16920,2019-09-27,2022-03-25,910,9.8,CRITICAL,nvd@nist.gov,1,D-Link,Multiple Routers,CWE-78,Unknown,0
CVE-2019-16928,2019-09-27,2022-03-03,888,9.8,CRITICAL,nvd@nist.gov,1,Exim,Exim Internet Mailer,CWE-787,Unknown,0
CVE-2019-17026,2020-03-02,2021-11-03,611,8.8,HIGH,nvd@nist.gov,1,Mozilla,Firefox and Thunderbird,CWE-843,Unknown,0
CVE-2019-17558,2019-12-30,2021-11-03,674,7.5,HIGH,nvd@nist.gov,1,Apache,Solr,CWE-74,Unknown,0
CVE-2019-17621,2019-12-30,2023-06-29,1277,9.8,CRITICAL,nvd@nist.gov,1,D-Link,DIR-859 Router,CWE-78,Unknown,0
CVE-2019-18187,2019-10-28,2021-11-03,737,7.5,HIGH,nvd@nist.gov,1,Trend Micro,OfficeScan,CWE-22,Unknown,0
CVE-2019-18426,2020-01-21,2022-05-23,853,8.2,HIGH,nvd@nist.gov,1,Meta Platforms,WhatsApp,CWE-79,Unknown,0
CVE-2019-18935,2019-12-11,2021-11-03,693,9.8,CRITICAL,nvd@nist.gov,1,Progress,Telerik UI for ASP.NET AJAX,CWE-502,Known,0
CVE-2019-18988,2020-02-07,2021-11-03,635,7.0,HIGH,nvd@nist.gov,1,TeamViewer,Desktop,CWE-521,Unknown,0
CVE-2019-19006,2019-11-21,2026-02-03,2266,9.8,CRITICAL,nvd@nist.gov,1,Sangoma,FreePBX,CWE-287,Unknown,0
CVE-2019-19356,2020-02-07,2021-11-03,635,7.5,HIGH,nvd@nist.gov,1,Netis,WF2419 Devices,CWE-78,Unknown,0
CVE-2019-19781,2019-12-27,2021-11-03,677,9.8,CRITICAL,nvd@nist.gov,1,Citrix,"Application Delivery Controller (ADC), Gateway, and SD-WAN WANOP Appliance",CWE-22,Known,0
CVE-2019-20085,2019-12-30,2021-11-03,674,7.5,HIGH,nvd@nist.gov,1,TVT,NVMS-1000,CWE-22,Unknown,0
CVE-2019-20500,2020-03-05,2023-06-29,1211,7.8,HIGH,nvd@nist.gov,1,D-Link,DWL-2600AP Access Point,CWE-78,Unknown,0
CVE-2019-2215,2019-10-11,2021-11-03,754,7.8,HIGH,nvd@nist.gov,1,Android,Android Kernel,CWE-416,Unknown,0
CVE-2019-2616,2019-04-23,2022-03-25,1067,7.2,HIGH,nvd@nist.gov,1,Oracle,BI Publisher (Formerly XML Publisher),,Unknown,0
CVE-2019-2725,2019-04-26,2022-01-10,990,9.8,CRITICAL,nvd@nist.gov,1,Oracle,WebLogic Server,CWE-74,Known,0
CVE-2019-3010,2019-10-16,2022-05-25,952,8.8,HIGH,nvd@nist.gov,1,Oracle,Solaris,,Unknown,0
CVE-2019-3396,2019-03-25,2021-11-03,954,9.8,CRITICAL,nvd@nist.gov,1,Atlassian,Confluence Server and Data Server,CWE-22,Known,0
CVE-2019-3398,2019-04-18,2021-11-03,930,8.8,HIGH,nvd@nist.gov,1,Atlassian,Confluence Server and Data Center,CWE-22,Unknown,0
CVE-2019-3568,2019-05-14,2022-04-19,1071,9.8,CRITICAL,nvd@nist.gov,1,Meta Platforms,WhatsApp,CWE-122,Unknown,0
CVE-2019-3929,2019-04-30,2022-04-15,1081,9.8,CRITICAL,nvd@nist.gov,1,Crestron,Multiple Products,CWE-79,Unknown,0
CVE-2019-4716,2019-12-18,2021-11-03,686,9.8,CRITICAL,nvd@nist.gov,1,IBM,Planning Analytics,CWE-94,Unknown,0
CVE-2019-5418,2019-03-27,2025-07-07,2294,7.5,HIGH,nvd@nist.gov,1,Rails,Ruby on Rails,CWE-22,Unknown,0
CVE-2019-5544,2019-12-06,2021-11-03,698,9.8,CRITICAL,nvd@nist.gov,1,VMware,VMware ESXi and Horizon DaaS,CWE-787,Known,0
CVE-2019-5591,2020-08-14,2021-11-03,446,6.5,MEDIUM,nvd@nist.gov,1,Fortinet,FortiOS,CWE-306,Known,0
CVE-2019-5786,2019-06-27,2022-05-23,1061,6.5,MEDIUM,nvd@nist.gov,1,Google,Chrome Blink,CWE-416,Unknown,0
CVE-2019-5825,2019-11-25,2022-06-08,926,6.5,MEDIUM,nvd@nist.gov,1,Google,Chromium V8,CWE-787,Unknown,0
CVE-2019-6223,2019-03-05,2021-11-03,974,7.5,HIGH,nvd@nist.gov,1,Apple,iOS and macOS,,Unknown,0
CVE-2019-6340,2019-02-21,2022-03-25,1128,8.1,HIGH,nvd@nist.gov,1,Drupal,Core,CWE-502,Unknown,0
CVE-2019-6693,2019-11-21,2025-06-25,2043,6.5,MEDIUM,nvd@nist.gov,1,Fortinet,FortiOS,CWE-798,Known,0
CVE-2019-7192,2019-12-05,2022-06-08,916,9.8,CRITICAL,nvd@nist.gov,1,QNAP,Photo Station,CWE-863,Known,0
CVE-2019-7193,2019-12-05,2022-06-08,916,9.8,CRITICAL,nvd@nist.gov,1,QNAP,QTS,CWE-20,Known,0
CVE-2019-7194,2019-12-05,2022-06-08,916,9.8,CRITICAL,nvd@nist.gov,1,QNAP,Photo Station,CWE-22,Known,0
CVE-2019-7195,2019-12-05,2022-06-08,916,9.8,CRITICAL,nvd@nist.gov,1,QNAP,Photo Station,CWE-22,Known,0
CVE-2019-7238,2019-03-21,2021-12-10,995,9.8,CRITICAL,nvd@nist.gov,1,Sonatype,Nexus Repository Manager,,Unknown,0
CVE-2019-7256,2019-07-02,2024-03-25,1728,9.8,CRITICAL,nvd@nist.gov,1,Nice,Linear eMerge E3-Series,CWE-78,Unknown,0
CVE-2019-7286,2019-12-18,2022-05-23,887,7.8,HIGH,nvd@nist.gov,1,Apple,Multiple Products,CWE-787,Unknown,0
CVE-2019-7287,2019-12-18,2022-05-23,887,7.8,HIGH,nvd@nist.gov,1,Apple,iOS,CWE-787,Unknown,0
CVE-2019-7481,2019-12-17,2021-11-03,687,7.5,HIGH,nvd@nist.gov,1,SonicWall,SMA100,CWE-89,Known,0
CVE-2019-7483,2019-12-19,2022-03-28,830,7.5,HIGH,nvd@nist.gov,1,SonicWall,SMA100,CWE-22,Unknown,0
CVE-2019-7609,2019-03-25,2022-01-10,1022,10.0,CRITICAL,nvd@nist.gov,1,Elastic,Kibana,CWE-94,Unknown,0
CVE-2019-8394,2019-02-17,2021-11-03,990,6.5,MEDIUM,nvd@nist.gov,1,Zoho,ManageEngine,CWE-434,Unknown,0
CVE-2019-8506,2019-12-18,2022-05-04,868,8.8,HIGH,nvd@nist.gov,1,Apple,Multiple Products,CWE-843,Unknown,0
CVE-2019-8526,2019-12-18,2023-04-17,1216,7.8,HIGH,nvd@nist.gov,1,Apple,macOS,CWE-416,Unknown,0
CVE-2019-8605,2019-12-18,2022-06-27,922,7.8,HIGH,nvd@nist.gov,1,Apple,Multiple Products,CWE-416,Unknown,0
CVE-2019-8720,2023-03-06,2022-05-23,-287,8.8,HIGH,nvd@nist.gov,1,WebKitGTK,WebKitGTK,CWE-119,Unknown,1
CVE-2019-9082,2019-02-24,2021-11-03,983,8.8,HIGH,nvd@nist.gov,1,ThinkPHP,ThinkPHP,CWE-306,Unknown,0
CVE-2019-9621,2019-04-30,2025-07-07,2260,7.5,HIGH,nvd@nist.gov,1,Synacor,Zimbra Collaboration Suite (ZCS),CWE-918,Unknown,0
CVE-2019-9670,2019-05-29,2022-01-10,957,9.8,CRITICAL,nvd@nist.gov,1,Synacor,Zimbra Collaboration Suite (ZCS),CWE-611,Unknown,0
CVE-2019-9874,2019-05-31,2025-03-26,2126,9.8,CRITICAL,nvd@nist.gov,1,Sitecore,CMS and Experience Platform (XP),CWE-502,Unknown,0
CVE-2019-9875,2019-05-31,2025-03-26,2126,8.8,HIGH,nvd@nist.gov,1,Sitecore,CMS and Experience Platform (XP),CWE-502,Unknown,0
CVE-2019-9978,2019-03-24,2021-11-03,955,6.1,MEDIUM,nvd@nist.gov,1,WordPress,Social Warfare Plugin,CWE-79,Unknown,0
CVE-2020-0041,2020-03-10,2021-11-03,603,7.8,HIGH,nvd@nist.gov,1,Android,Android Kernel,CWE-20,Unknown,0
CVE-2020-0069,2020-03-10,2021-11-03,603,7.8,HIGH,nvd@nist.gov,1,MediaTek,Multiple Chipsets,CWE-787,Unknown,0
CVE-2020-0601,2020-01-14,2021-11-03,659,8.1,HIGH,nvd@nist.gov,1,Microsoft,Windows,CWE-295,Unknown,0
CVE-2020-0618,2020-02-11,2024-09-18,1681,8.8,HIGH,nvd@nist.gov,1,Microsoft,SQL Server,CWE-502,Known,0
CVE-2020-0638,2020-01-14,2022-05-23,860,7.8,HIGH,nvd@nist.gov,1,Microsoft,Update Notification Manager,,Known,0
CVE-2020-0646,2020-01-14,2021-11-03,659,9.8,CRITICAL,nvd@nist.gov,1,Microsoft,.NET Framework,CWE-91,Unknown,0
CVE-2020-0674,2020-02-11,2021-11-03,631,7.5,HIGH,nvd@nist.gov,1,Microsoft,Internet Explorer,CWE-416,Unknown,0
CVE-2020-0683,2020-02-11,2021-11-03,631,7.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,,Unknown,0
CVE-2020-0688,2020-02-11,2021-11-03,631,8.8,HIGH,nvd@nist.gov,1,Microsoft,Exchange Server,CWE-287,Known,0
CVE-2020-0787,2020-03-12,2022-01-28,687,7.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,CWE-269,Known,0
CVE-2020-0796,2020-03-12,2022-02-10,700,10.0,CRITICAL,nvd@nist.gov,1,Microsoft,SMBv3,CWE-119,Known,0
CVE-2020-0878,2020-09-11,2021-11-03,418,7.5,HIGH,nvd@nist.gov,1,Microsoft,Edge and Internet Explorer,CWE-787,Known,0
CVE-2020-0938,2020-04-15,2021-11-03,567,7.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,CWE-787,Unknown,0
CVE-2020-0968,2020-04-15,2021-11-03,567,7.5,HIGH,nvd@nist.gov,1,Microsoft,Internet Explorer,CWE-787,Known,0
CVE-2020-0986,2020-06-09,2021-11-03,512,7.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,CWE-787,Unknown,0
CVE-2020-10148,2020-12-29,2021-11-03,309,9.8,CRITICAL,nvd@nist.gov,1,SolarWinds,Orion,CWE-288,Unknown,0
CVE-2020-10181,2020-03-11,2021-11-03,602,9.8,CRITICAL,nvd@nist.gov,1,Sumavision,Enhanced Multimedia Router (EMR),CWE-352,Unknown,0
CVE-2020-10189,2020-03-06,2021-11-03,607,9.8,CRITICAL,nvd@nist.gov,1,Zoho,ManageEngine,CWE-502,Unknown,0
CVE-2020-10199,2020-04-01,2021-11-03,581,8.8,HIGH,nvd@nist.gov,1,Sonatype,Nexus Repository,CWE-917,Unknown,0
CVE-2020-1020,2020-04-15,2021-11-03,567,8.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,CWE-787,Unknown,0
CVE-2020-10221,2020-03-08,2021-11-03,605,8.8,HIGH,nvd@nist.gov,1,rConfig,rConfig,CWE-78,Unknown,0
CVE-2020-1027,2020-04-15,2022-05-23,768,7.8,HIGH,nvd@nist.gov,1,Microsoft,Windows,CWE-787,Unknown,0
CVE-2020-1040,2020-07-14,2021-11-03,477,9.0,CRITICAL,nvd@nist.gov,1,Microsoft,Hyper-V RemoteFX,CWE-20,Unknown,0
CVE-2020-1054,2020-05-21,2021-11-03,531,7.0,HIGH,secure@microsoft.com,1,Microsoft,Win32k,CWE-787,Unknown,0
CVE-2020-10987,2020-07-13,2021-11-03,478,9.8,CRITICAL,nvd@nist.gov,1,Tenda,AC1900 Router AC15 Model,CWE-78,Unknown,0
CVE-2020-11023,2020-04-29,2025-01-23,1730,6.1,MEDIUM,nvd@nist.gov,1,JQuery,JQuery,CWE-79,Unknown,0
CVE-2020-11261,2021-06-09,2021-12-01,175,7.8,HIGH,nvd@nist.gov,1,Qualcomm,"Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",CWE-20,Unknown,0
CVE-2020-1147,2020-07-14,2021-11-03,477,7.8,HIGH,nvd@nist.gov,1,Microsoft,".NET Framework, SharePoint, Visual Studio",,Unknown,0
CVE-2020-11651,2020-04-30,2021-11-03,552,9.8,CRITICAL,nvd@nist.gov,1,SaltStack,Salt,,Unknown,0
CVE-2020-11652,2020-04-30,2021-11-03,552,6.5,MEDIUM,nvd@nist.gov,1,SaltStack,Salt,CWE-22,Unknown,0
CVE-2020-11738,2020-04-13,2021-11-03,569,7.5,HIGH,nvd@nist.gov,1,WordPress,Snap Creek Duplicator Plugin,CWE-22,Unknown,0
CVE-2020-11899,2020-06-17,2022-03-03,624,5.4,MEDIUM,nvd@nist.gov,1,Treck TCP/IP stack,IPv6,CWE-125,Unknown,0
CVE-2020-11978,2020-07-17,2022-01-18,550,8.8,HIGH,nvd@nist.gov,1,Apache,Airflow,CWE-78,Unknown,0
CVE-2020-12271,2020-04-27,2021-11-03,555,9.8,CRITICAL,nvd@nist.gov,1,Sophos,SFOS,CWE-89,Known,0
CVE-2020-12641,2020-05-04,2023-06-22,1144,9.8,CRITICAL,nvd@nist.gov,1,Roundcube,Roundcube Webmail,CWE-78,Unknown,0
CVE-2020-12812,2020-07-24,2021-11-03,467,9.8,CRITICAL,nvd@nist.gov,1,Fortinet,FortiOS,CWE-178,Known,0
CVE-2020-1350,2020-07-14,2021-11-03,477,10.0,CRITICAL,nvd@nist.gov,1,Microsoft,Windows,,Unknown,0
CVE-2020-13671,2020-11-20,2022-01-18,424,8.8,HIGH,nvd@nist.gov,1,Drupal,Drupal core,CWE-434,Unknown,0
CVE-2020-1380,2020-08-17,2021-11-03,443,8.8,HIGH,nvd@nist.gov,1,Microsoft,Internet Explorer,CWE-787,Unknown,0
CVE-2020-13927,2020-11-10,2022-01-18,434,9.8,CRITICAL,nvd@nist.gov,1,Apache,Airflow's Experimental API,CWE-1188,Unknown,0
CVE-2020-13965,2020-06-09,2024-06-26,1478,6.1,MEDIUM,nvd@nist.gov,1,Roundcube,Webmail,CWE-80,Unknown,0
CVE-2020-1464,2020-08-17,2021-11-03,443,5.5,MEDIUM,nvd@nist.gov,1,Microsoft,Windows,CWE-347,Unknown,0
CVE-2020-14644,2020-07-15,2024-09-18,1526,9.8,CRITICAL,nvd@nist.gov,1,Oracle,WebLogic Server,,Unknown,0
CVE-2020-1472,2020-08-17,2021-11-03,443,10.0,CRITICAL,nvd@nist.gov,1,Microsoft,Netlogon,CWE-330,Known,0
CVE-2020-14750,2020-11-02,2021-11-03,366,9.8,CRITICAL,secalert_us@oracle.com,0,Oracle,WebLogic Server,,Unknown,0
CVE-2020-14864,2020-10-21,2022-01-18,454,7.5,HIGH,secalert_us@oracle.com,0,Oracle,Intelligence Enterprise Edition,CWE-22,Unknown,0
CVE-2020-14871,2020-10-21,2021-11-03,378,10.0,CRITICAL,secalert_us@oracle.com,0,Oracle,Solaris and Zettabyte File System (ZFS),CWE-787,Unknown,0
CVE-2020-14882,2020-10-21,2021-11-03,378,9.8,CRITICAL,secalert_us@oracle.com,0,Oracle,WebLogic Server,,Unknown,0
